"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 13 09:57:50 GMT 2025","Mon Jan 13 09:58:18 GMT 2025","27828","Critical Path Test","Sub-suite #2","com.qase.tests.SuiteTest","com.qase.tests.SuiteTest","suiteShouldBeDeleted","Check the deletion of the existing suite",""
"passed","Mon Jan 13 09:56:08 GMT 2025","Mon Jan 13 09:56:34 GMT 2025","26643","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:56:05 GMT 2025","Mon Jan 13 09:56:35 GMT 2025","30160","Critical Path Test","Sub-suite #2","com.qase.tests.ProjectTest","com.qase.tests.ProjectTest","checkAddedItems","Check the added project, suite, test case",""
"passed","Mon Jan 13 09:57:01 GMT 2025","Mon Jan 13 09:57:10 GMT 2025","9499","Critical Path Test","Sub-suite #2","com.qase.tests.ProjectTest","com.qase.tests.ProjectTest","projectShouldBeUpdated","Check the updated existing project",""
"passed","Mon Jan 13 09:58:30 GMT 2025","Mon Jan 13 09:58:32 GMT 2025","1659","Critical Path Test","Sub-suite #2","com.qase.tests.api.TestCaseApiTest","com.qase.tests.api.TestCaseApiTest","testCaseShouldBeCreatedViaApi","Check the added new test case via API",""
"passed","Mon Jan 13 09:58:32 GMT 2025","Mon Jan 13 09:58:34 GMT 2025","2071","Critical Path Test","Sub-suite #2","com.qase.tests.api.TestCaseApiTest","com.qase.tests.api.TestCaseApiTest","testCaseShouldBeDeletedViaApi","Check the deletion of the existing test case via API",""
"passed","Mon Jan 13 09:58:34 GMT 2025","Mon Jan 13 09:58:36 GMT 2025","1798","Critical Path Test","Sub-suite #2","com.qase.tests.api.TestCaseApiTest","com.qase.tests.api.TestCaseApiTest","testCaseShouldBeUpdated","Check the updated existing test case via API",""
"passed","Mon Jan 13 09:59:24 GMT 2025","Mon Jan 13 09:59:37 GMT 2025","12821","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:57:11 GMT 2025","Mon Jan 13 09:57:50 GMT 2025","38993","Critical Path Test","Sub-suite #2","com.qase.tests.SuiteTest","com.qase.tests.SuiteTest","suiteShouldBeCreated","Check the added suite with valid data",""
"passed","Mon Jan 13 09:57:45 GMT 2025","Mon Jan 13 09:58:10 GMT 2025","24731","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"failed","Mon Jan 13 09:58:18 GMT 2025","Mon Jan 13 09:58:30 GMT 2025","11932","Critical Path Test","Sub-suite #2","com.qase.tests.SuiteTest","com.qase.tests.SuiteTest","suiteShouldBeUpdated","Check the updated existing suite",""
"passed","Mon Jan 13 10:00:07 GMT 2025","Mon Jan 13 10:00:09 GMT 2025","1734","Critical Path Test","Sub-suite #1","com.qase.tests.LoginTest","com.qase.tests.LoginTest","emptyLogin","Check login with empty username and valid password",""
"passed","Mon Jan 13 10:00:15 GMT 2025","Mon Jan 13 10:00:20 GMT 2025","5172","Critical Path Test","Sub-suite #1","com.qase.tests.LoginTest","com.qase.tests.LoginTest","logInSuccessful","Check login with valid username and valid password",""
"passed","Mon Jan 13 10:00:22 GMT 2025","Mon Jan 13 10:00:24 GMT 2025","2069","Critical Path Test","Sub-suite #1","com.qase.tests.api.SuiteApiTest","com.qase.tests.api.SuiteApiTest","suiteShouldBeDeletedViaApi","Check the deletion of the existing suite via API",""
"passed","Mon Jan 13 09:59:37 GMT 2025","Mon Jan 13 09:59:51 GMT 2025","14229","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeDeleted","Check the deletion of the existing suite",""
"failed","Mon Jan 13 09:57:08 GMT 2025","Mon Jan 13 09:57:45 GMT 2025","36871","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:59:51 GMT 2025","Mon Jan 13 10:00:07 GMT 2025","15374","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeUpdated","Check the updated test case with valid data",""
"passed","Mon Jan 13 10:00:09 GMT 2025","Mon Jan 13 10:00:11 GMT 2025","1834","Critical Path Test","Sub-suite #1","com.qase.tests.LoginTest","com.qase.tests.LoginTest","emptyPassword","Check login with valid username and empty password",""
"passed","Mon Jan 13 09:58:24 GMT 2025","Mon Jan 13 09:58:38 GMT 2025","14749","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:56:35 GMT 2025","Mon Jan 13 09:56:49 GMT 2025","14655","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:59:11 GMT 2025","Mon Jan 13 09:59:24 GMT 2025","13169","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:58:38 GMT 2025","Mon Jan 13 09:58:52 GMT 2025","13723","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
"passed","Mon Jan 13 09:58:52 GMT 2025","Mon Jan 13 09:59:11 GMT 2025","18358","Critical Path Test","Sub-suite #1","com.qase.tests.TestCaseTest","com.qase.tests.TestCaseTest","testCaseShouldBeCreated","Check the added test case with different data",""
